Order_ID,Order_Date,Region,Product,Category,Quantity,Price,Cost
1087,23-01-2024,West,Headphones,Electronics,7,150,100
1088,07-02-2024,North,Laptop,Electronics,1,800,600
1089,05-04-2024,West,Laptop,Electronics,7,800,600
1090,24-02-2024,West,Phone,Electronics,2,500,350
1091,07-03-2024,East,Headphones,Electronics,2,150,100
1092,03-01-2024,South,Phone,Electronics,5,500,350
1093,07-04-2024,North,Laptop,Electronics,9,800,600
1094,26-01-2024,West,Phone,Electronics,8,500,350
1095,29-01-2024,East,Headphones,Electronics,5,150,100
1096,26-03-2024,East,Phone,Electronics,4,500,350
1097,21-03-2024,West,Headphones,Electronics,6,150,100
1098,17-03-2024,South,Chair,Furniture,7,120,80
1099,14-02-2024,North,Table,Furniture,3,300,200
1100,14-01-2024,West,Table,Furniture,2,300,200
1101,25-01-2024,East,Phone,Electronics,9,500,350
1102,04-01-2024,West,Chair,Furniture,4,120,80
1103,03-03-2024,South,Headphones,Electronics,6,150,100
1104,27-03-2024,West,Phone,Electronics,8,500,350
1105,24-02-2024,West,Table,Furniture,1,300,200
1106,09-01-2024,East,Table,Furniture,9,300,200
1107,21-03-2024,North,Phone,Electronics,2,500,350
1108,09-01-2024,South,Laptop,Electronics,3,800,600
1109,21-03-2024,North,Chair,Furniture,1,120,80
1110,23-02-2024,East,Headphones,Electronics,1,150,100
1111,24-03-2024,North,Chair,Furniture,7,120,80
1112,02-04-2024,North,Phone,Electronics,3,500,350
1113,18-02-2024,South,Table,Furniture,2,300,200
1114,03-01-2024,West,Phone,Electronics,6,500,350
1115,13-01-2024,East,Laptop,Electronics,9,800,600
1116,22-01-2024,West,Headphones,Electronics,5,150,100
1117,17-02-2024,East,Laptop,Electronics,2,800,600
1118,11-02-2024,East,Headphones,Electronics,8,150,100
1119,04-03-2024,East,Table,Furniture,7,300,200
1120,11-01-2024,West,Chair,Furniture,3,120,80
1121,09-03-2024,West,Laptop,Electronics,9,800,600
1122,04-03-2024,West,Chair,Furniture,4,120,80
1123,14-04-2024,West,Chair,Furniture,4,120,80
1124,29-03-2024,North,Table,Furniture,4,300,200
1125,15-03-2024,East,Headphones,Electronics,2,150,100
1126,04-02-2024,South,Headphones,Electronics,8,150,100
1127,16-04-2024,East,Laptop,Electronics,5,800,600
1128,30-01-2024,North,Headphones,Electronics,2,150,100
1129,22-01-2024,North,Chair,Furniture,1,120,80
1130,31-01-2024,North,Phone,Electronics,5,500,350
1131,16-01-2024,South,Laptop,Electronics,10,800,600
1132,29-04-2024,South,Laptop,Electronics,2,800,600
1133,02-03-2024,West,Chair,Furniture,3,120,80
1134,01-04-2024,East,Table,Furniture,2,300,200
1135,19-02-2024,North,Chair,Furniture,9,120,80
1136,10-03-2024,South,Chair,Furniture,4,120,80
1137,23-04-2024,East,Chair,Furniture,6,120,80
1138,11-01-2024,West,Laptop,Electronics,10,800,600
1139,03-01-2024,East,Table,Furniture,10,300,200
1140,01-03-2024,East,Chair,Furniture,6,120,80
1141,13-03-2024,North,Table,Furniture,1,300,200
1142,13-03-2024,North,Headphones,Electronics,6,150,100
1143,04-01-2024,East,Phone,Electronics,8,500,350
1144,12-02-2024,North,Headphones,Electronics,8,150,100
1145,06-04-2024,East,Headphones,Electronics,7,150,100
1146,22-04-2024,North,Laptop,Electronics,2,800,600
1147,23-01-2024,South,Laptop,Electronics,7,800,600
1148,03-03-2024,South,Table,Furniture,1,300,200
1149,28-02-2024,South,Table,Furniture,5,300,200
1150,06-03-2024,West,Laptop,Electronics,2,800,600
1151,16-02-2024,South,Headphones,Electronics,9,150,100
1152,12-02-2024,North,Chair,Furniture,5,120,80
1153,29-04-2024,North,Laptop,Electronics,9,800,600
1154,02-02-2024,North,Table,Furniture,6,300,200
1155,23-03-2024,South,Table,Furniture,10,300,200
1156,27-04-2024,North,Chair,Furniture,5,120,80
1157,29-01-2024,South,Table,Furniture,10,300,200
1158,22-02-2024,East,Phone,Electronics,9,500,350
1159,29-02-2024,West,Phone,Electronics,3,500,350
1160,07-03-2024,East,Phone,Electronics,2,500,350
1161,11-02-2024,North,Headphones,Electronics,4,150,100
1162,26-04-2024,West,Phone,Electronics,3,500,350
1163,03-02-2024,South,Table,Furniture,8,300,200
1164,13-03-2024,South,Headphones,Electronics,8,150,100
1165,25-02-2024,East,Phone,Electronics,7,500,350
1166,03-01-2024,West,Headphones,Electronics,5,150,100
1167,01-01-2024,East,Laptop,Electronics,2,800,600
1168,05-01-2024,North,Headphones,Electronics,3,150,100
1169,28-01-2024,South,Phone,Electronics,7,500,350
1170,24-03-2024,South,Chair,Furniture,2,120,80
1171,07-01-2024,West,Table,Furniture,10,300,200
1172,22-03-2024,North,Phone,Electronics,1,500,350
1173,15-03-2024,South,Headphones,Electronics,9,150,100
1174,08-04-2024,South,Phone,Electronics,5,500,350
1175,28-04-2024,North,Chair,Furniture,2,120,80
1176,02-03-2024,East,Phone,Electronics,9,500,350
1177,08-04-2024,East,Chair,Furniture,2,120,80
1178,14-04-2024,West,Table,Furniture,1,300,200
1179,22-03-2024,West,Headphones,Electronics,4,150,100
1180,27-03-2024,South,Laptop,Electronics,3,800,600
1181,01-01-2024,East,Table,Furniture,2,300,200
1182,03-04-2024,North,Phone,Electronics,4,500,350
1183,18-03-2024,West,Headphones,Electronics,4,150,100
1184,26-01-2024,South,Table,Furniture,3,300,200
1185,17-02-2024,West,Headphones,Electronics,3,150,100
1186,29-04-2024,East,Chair,Furniture,2,120,80
1187,04-01-2024,East,Chair,Furniture,8,120,80
1188,12-03-2024,East,Chair,Furniture,1,120,80
1189,21-01-2024,West,Headphones,Electronics,8,150,100
1190,17-02-2024,South,Table,Furniture,7,300,200
1191,08-02-2024,West,Headphones,Electronics,10,150,100
1192,21-01-2024,West,Chair,Furniture,8,120,80
1193,26-01-2024,South,Chair,Furniture,7,120,80
1194,25-01-2024,West,Table,Furniture,5,300,200
1195,28-04-2024,West,Table,Furniture,3,300,200
1196,09-01-2024,North,Table,Furniture,5,300,200
1197,25-03-2024,North,Phone,Electronics,10,500,350
1198,16-04-2024,North,Headphones,Electronics,9,150,100
1199,04-04-2024,South,Phone,Electronics,5,500,350
1200,01-02-2024,West,Headphones,Electronics,10,150,100
1201,22-03-2024,South,Phone,Electronics,7,500,350
1202,04-03-2024,South,Table,Furniture,4,300,200
1203,30-04-2024,West,Laptop,Electronics,8,800,600
1204,23-04-2024,North,Laptop,Electronics,1,800,600
1205,28-02-2024,East,Chair,Furniture,9,120,80
1206,13-02-2024,East,Phone,Electronics,2,500,350
1207,15-01-2024,West,Laptop,Electronics,1,800,600
1208,17-01-2024,West,Laptop,Electronics,6,800,600
1209,22-04-2024,North,Table,Furniture,7,300,200
1210,25-04-2024,South,Headphones,Electronics,4,150,100
1211,15-04-2024,North,Table,Furniture,3,300,200
1212,07-02-2024,South,Headphones,Electronics,6,150,100
1213,21-02-2024,South,Laptop,Electronics,9,800,600
1214,28-01-2024,West,Chair,Furniture,6,120,80
1215,12-04-2024,West,Headphones,Electronics,3,150,100
1216,01-02-2024,South,Chair,Furniture,5,120,80
1217,27-04-2024,South,Table,Furniture,1,300,200
1218,22-02-2024,East,Chair,Furniture,7,120,80
1219,04-03-2024,East,Laptop,Electronics,2,800,600
1220,07-03-2024,East,Headphones,Electronics,5,150,100
1221,25-01-2024,West,Table,Furniture,7,300,200
1222,30-01-2024,East,Phone,Electronics,7,500,350
1223,07-01-2024,East,Headphones,Electronics,3,150,100
1224,19-01-2024,South,Chair,Furniture,9,120,80
1225,06-02-2024,East,Phone,Electronics,5,500,350
1226,13-04-2024,South,Chair,Furniture,5,120,80
1227,17-03-2024,East,Phone,Electronics,10,500,350
1228,06-04-2024,South,Table,Furniture,7,300,200
1229,21-01-2024,East,Table,Furniture,8,300,200
1230,02-04-2024,North,Laptop,Electronics,7,800,600
1231,23-04-2024,West,Chair,Furniture,2,120,80
1232,31-01-2024,West,Phone,Electronics,4,500,350
1233,17-03-2024,West,Headphones,Electronics,6,150,100
1234,29-02-2024,East,Headphones,Electronics,4,150,100
1235,20-04-2024,North,Chair,Furniture,10,120,80
1236,31-03-2024,West,Phone,Electronics,10,500,350
1237,26-03-2024,North,Phone,Electronics,10,500,350
1238,27-02-2024,West,Headphones,Electronics,6,150,100
1239,19-01-2024,South,Headphones,Electronics,9,150,100
1240,26-01-2024,South,Headphones,Electronics,5,150,100
1241,08-03-2024,East,Table,Furniture,8,300,200
1242,24-02-2024,West,Laptop,Electronics,10,800,600
1243,21-03-2024,North,Laptop,Electronics,3,800,600
1244,14-03-2024,North,Chair,Furniture,3,120,80
1245,21-01-2024,North,Phone,Electronics,10,500,350
1246,12-01-2024,North,Chair,Furniture,7,120,80
1247,24-04-2024,North,Headphones,Electronics,4,150,100
1248,20-02-2024,West,Chair,Furniture,7,120,80
1249,20-02-2024,South,Laptop,Electronics,8,800,600
1250,19-01-2024,South,Phone,Electronics,7,500,350
1251,24-03-2024,North,Phone,Electronics,3,500,350
1252,17-04-2024,East,Laptop,Electronics,6,800,600
1253,04-03-2024,North,Chair,Furniture,6,120,80
1254,09-01-2024,South,Table,Furniture,3,300,200
1255,26-01-2024,South,Table,Furniture,3,300,200
1256,13-02-2024,South,Headphones,Electronics,7,150,100
1257,18-01-2024,East,Table,Furniture,3,300,200
1258,06-03-2024,East,Phone,Electronics,5,500,350
1259,30-01-2024,South,Phone,Electronics,3,500,350
1260,27-03-2024,West,Headphones,Electronics,2,150,100
1261,30-03-2024,West,Headphones,Electronics,8,150,100
1262,10-01-2024,North,Phone,Electronics,5,500,350
1263,09-03-2024,West,Phone,Electronics,10,500,350
1264,22-01-2024,West,Chair,Furniture,6,120,80
1265,04-03-2024,North,Laptop,Electronics,6,800,600
1266,30-01-2024,West,Phone,Electronics,8,500,350
1267,03-04-2024,West,Table,Furniture,5,300,200
1268,16-03-2024,North,Chair,Furniture,10,120,80
1269,18-01-2024,West,Laptop,Electronics,5,800,600
1270,28-04-2024,North,Laptop,Electronics,10,800,600
1271,13-03-2024,North,Headphones,Electronics,9,150,100
1272,27-02-2024,South,Headphones,Electronics,4,150,100
1273,24-04-2024,North,Phone,Electronics,9,500,350
1274,28-02-2024,South,Table,Furniture,3,300,200
1275,02-03-2024,West,Chair,Furniture,2,120,80
1276,15-03-2024,North,Phone,Electronics,4,500,350
1277,24-04-2024,East,Chair,Furniture,9,120,80
1278,08-02-2024,West,Table,Furniture,6,300,200
1279,21-04-2024,South,Headphones,Electronics,10,150,100
1280,25-02-2024,South,Chair,Furniture,7,120,80
1281,15-01-2024,North,Table,Furniture,6,300,200
1282,19-04-2024,West,Headphones,Electronics,5,150,100
1283,07-04-2024,South,Chair,Furniture,6,120,80
1284,21-03-2024,West,Laptop,Electronics,8,800,600
1285,13-01-2024,East,Headphones,Electronics,4,150,100
1286,26-04-2024,West,Chair,Furniture,5,120,80
1287,05-03-2024,South,Phone,Electronics,3,500,350
1288,28-01-2024,North,Headphones,Electronics,1,150,100
1289,12-04-2024,South,Table,Furniture,1,300,200
1290,20-03-2024,East,Table,Furniture,7,300,200
1291,17-01-2024,North,Phone,Electronics,1,500,350
1292,31-03-2024,South,Laptop,Electronics,4,800,600
1293,31-03-2024,West,Laptop,Electronics,6,800,600
1294,15-01-2024,West,Phone,Electronics,10,500,350
1295,05-01-2024,West,Phone,Electronics,9,500,350
1296,07-01-2024,East,Chair,Furniture,2,120,80
1297,13-04-2024,East,Table,Furniture,10,300,200
1298,21-04-2024,West,Phone,Electronics,6,500,350
1299,03-02-2024,South,Phone,Electronics,5,500,350
1300,09-03-2024,West,Table,Furniture,9,300,200
1301,19-04-2024,South,Headphones,Electronics,9,150,100
1302,27-03-2024,West,Laptop,Electronics,7,800,600
1303,21-04-2024,East,Phone,Electronics,7,500,350
1304,08-03-2024,East,Headphones,Electronics,7,150,100
1305,19-04-2024,North,Phone,Electronics,3,500,350
1306,16-01-2024,West,Chair,Furniture,9,120,80
1307,30-04-2024,North,Chair,Furniture,6,120,80
1308,20-03-2024,West,Phone,Electronics,7,500,350
1309,18-03-2024,East,Chair,Furniture,3,120,80
1310,23-01-2024,South,Chair,Furniture,6,120,80
1311,03-04-2024,East,Table,Furniture,5,300,200
1312,03-02-2024,East,Laptop,Electronics,7,800,600
1313,05-04-2024,West,Phone,Electronics,4,500,350
1314,09-03-2024,West,Chair,Furniture,6,120,80
1315,12-03-2024,West,Chair,Furniture,10,120,80
1316,11-03-2024,South,Phone,Electronics,2,500,350
1317,03-02-2024,South,Headphones,Electronics,2,150,100
1318,01-04-2024,North,Phone,Electronics,5,500,350
1319,15-02-2024,East,Table,Furniture,10,300,200
1320,10-04-2024,West,Laptop,Electronics,6,800,600
1321,27-02-2024,South,Table,Furniture,1,300,200
1322,27-02-2024,South,Table,Furniture,10,300,200
1323,22-03-2024,West,Phone,Electronics,6,500,350
1324,04-03-2024,East,Phone,Electronics,4,500,350
1325,18-02-2024,North,Laptop,Electronics,8,800,600
1326,06-02-2024,North,Table,Furniture,4,300,200
1327,21-02-2024,West,Headphones,Electronics,3,150,100
1328,15-04-2024,West,Chair,Furniture,7,120,80
1329,13-02-2024,West,Laptop,Electronics,3,800,600
1330,12-03-2024,East,Headphones,Electronics,8,150,100
1331,22-02-2024,West,Laptop,Electronics,4,800,600
1332,12-04-2024,West,Phone,Electronics,10,500,350
1333,03-04-2024,North,Headphones,Electronics,10,150,100
1334,07-02-2024,East,Laptop,Electronics,1,800,600
1335,21-04-2024,South,Laptop,Electronics,3,800,600
1336,05-01-2024,North,Phone,Electronics,8,500,350
1337,02-03-2024,South,Phone,Electronics,3,500,350
1338,01-01-2024,East,Headphones,Electronics,6,150,100
1339,19-01-2024,South,Chair,Furniture,8,120,80
1340,27-02-2024,East,Headphones,Electronics,7,150,100
1341,29-03-2024,South,Table,Furniture,3,300,200
1342,15-03-2024,North,Chair,Furniture,2,120,80
1343,01-02-2024,East,Headphones,Electronics,6,150,100
1344,26-02-2024,East,Phone,Electronics,9,500,350
1345,24-04-2024,South,Phone,Electronics,10,500,350
1346,22-02-2024,East,Phone,Electronics,1,500,350
1347,19-03-2024,North,Chair,Furniture,8,120,80
1348,06-03-2024,East,Table,Furniture,8,300,200
1349,02-01-2024,East,Phone,Electronics,7,500,350
1350,07-01-2024,South,Table,Furniture,5,300,200
1351,08-04-2024,East,Chair,Furniture,2,120,80
1352,26-01-2024,East,Chair,Furniture,1,120,80
1353,04-04-2024,West,Headphones,Electronics,2,150,100
1354,21-02-2024,North,Laptop,Electronics,3,800,600
1355,03-02-2024,South,Phone,Electronics,3,500,350
1356,12-01-2024,South,Headphones,Electronics,7,150,100
1357,11-03-2024,South,Phone,Electronics,6,500,350
1358,08-03-2024,South,Phone,Electronics,4,500,350
1359,11-04-2024,North,Laptop,Electronics,2,800,600
1360,04-04-2024,West,Chair,Furniture,7,120,80
1361,03-02-2024,East,Table,Furniture,9,300,200
1362,18-02-2024,North,Phone,Electronics,4,500,350
1363,01-02-2024,South,Chair,Furniture,6,120,80
1364,02-02-2024,West,Chair,Furniture,8,120,80
1365,30-04-2024,West,Table,Furniture,4,300,200
1366,25-04-2024,East,Table,Furniture,2,300,200
1367,13-01-2024,East,Headphones,Electronics,8,150,100
1368,04-03-2024,South,Headphones,Electronics,2,150,100
1369,24-04-2024,East,Table,Furniture,4,300,200
1370,26-04-2024,West,Laptop,Electronics,10,800,600
1371,23-02-2024,East,Phone,Electronics,6,500,350
1372,17-04-2024,West,Phone,Electronics,10,500,350
1373,20-04-2024,South,Headphones,Electronics,6,150,100
1374,16-03-2024,South,Laptop,Electronics,7,800,600
1375,30-01-2024,South,Chair,Furniture,10,120,80
1376,07-04-2024,West,Headphones,Electronics,1,150,100
1377,09-01-2024,North,Chair,Furniture,8,120,80
1378,28-04-2024,East,Phone,Electronics,6,500,350
1379,29-03-2024,North,Phone,Electronics,1,500,350
1380,07-04-2024,East,Laptop,Electronics,10,800,600
1381,16-04-2024,East,Headphones,Electronics,1,150,100
1382,01-04-2024,South,Phone,Electronics,7,500,350
1383,02-01-2024,North,Phone,Electronics,1,500,350
1384,02-03-2024,West,Phone,Electronics,9,500,350
1385,24-03-2024,West,Laptop,Electronics,1,800,600
1386,20-03-2024,South,Chair,Furniture,9,120,80
1387,18-04-2024,South,Headphones,Electronics,8,150,100
1388,20-03-2024,West,Phone,Electronics,9,500,350
1389,19-03-2024,South,Headphones,Electronics,2,150,100
1390,18-02-2024,North,Headphones,Electronics,1,150,100
1391,23-04-2024,North,Headphones,Electronics,4,150,100
1392,28-01-2024,West,Laptop,Electronics,9,800,600
1393,13-03-2024,West,Laptop,Electronics,7,800,600
1394,08-04-2024,West,Table,Furniture,1,300,200
1395,18-02-2024,East,Headphones,Electronics,2,150,100
1396,22-01-2024,East,Headphones,Electronics,1,150,100
1397,25-04-2024,West,Table,Furniture,2,300,200
1398,04-02-2024,East,Headphones,Electronics,1,150,100
1399,22-03-2024,West,Laptop,Electronics,4,800,600
1400,12-03-2024,East,Laptop,Electronics,5,800,600
1401,12-02-2024,South,Headphones,Electronics,3,150,100
1402,20-04-2024,West,Headphones,Electronics,10,150,100
1403,31-01-2024,East,Chair,Furniture,5,120,80
1404,26-02-2024,West,Laptop,Electronics,3,800,600
1405,04-03-2024,West,Phone,Electronics,5,500,350
1406,03-04-2024,North,Phone,Electronics,5,500,350
1407,04-02-2024,West,Chair,Furniture,10,120,80
1408,19-02-2024,East,Headphones,Electronics,9,150,100
1409,04-03-2024,West,Phone,Electronics,2,500,350
1410,03-01-2024,South,Phone,Electronics,8,500,350
1411,12-03-2024,South,Phone,Electronics,9,500,350
1412,25-02-2024,East,Chair,Furniture,3,120,80
1413,28-03-2024,South,Phone,Electronics,8,500,350
1414,25-04-2024,North,Laptop,Electronics,4,800,600
1415,09-01-2024,South,Table,Furniture,6,300,200
1416,23-02-2024,North,Laptop,Electronics,3,800,600
1417,20-04-2024,East,Table,Furniture,4,300,200
1418,09-03-2024,North,Table,Furniture,4,300,200
1419,06-04-2024,West,Laptop,Electronics,6,800,600
1420,14-04-2024,North,Laptop,Electronics,10,800,600
1421,13-04-2024,North,Chair,Furniture,7,120,80
1422,08-04-2024,South,Phone,Electronics,6,500,350
1423,04-03-2024,South,Headphones,Electronics,3,150,100
1424,25-02-2024,West,Chair,Furniture,7,120,80
1425,30-04-2024,West,Laptop,Electronics,3,800,600
1426,10-04-2024,North,Laptop,Electronics,3,800,600
1427,12-02-2024,West,Headphones,Electronics,10,150,100
1428,18-01-2024,North,Laptop,Electronics,6,800,600
1429,11-03-2024,South,Table,Furniture,6,300,200
1430,28-02-2024,North,Table,Furniture,5,300,200
1431,18-04-2024,North,Phone,Electronics,2,500,350
1432,05-04-2024,East,Chair,Furniture,2,120,80
1433,11-03-2024,South,Phone,Electronics,8,500,350
1434,03-02-2024,East,Table,Furniture,1,300,200
1435,05-04-2024,East,Headphones,Electronics,6,150,100
1436,30-01-2024,East,Table,Furniture,10,300,200
1437,29-03-2024,East,Table,Furniture,9,300,200
1438,24-01-2024,North,Chair,Furniture,9,120,80
1439,19-01-2024,South,Table,Furniture,2,300,200
1440,04-01-2024,North,Phone,Electronics,6,500,350
1441,13-04-2024,East,Laptop,Electronics,5,800,600
1442,19-01-2024,West,Chair,Furniture,3,120,80
1443,03-03-2024,North,Table,Furniture,3,300,200
1444,05-01-2024,West,Phone,Electronics,4,500,350
1445,03-01-2024,North,Table,Furniture,1,300,200
1446,14-02-2024,East,Laptop,Electronics,9,800,600
1447,19-04-2024,South,Chair,Furniture,4,120,80
1448,10-02-2024,South,Laptop,Electronics,4,800,600
1449,28-02-2024,West,Chair,Furniture,6,120,80
1450,29-02-2024,South,Headphones,Electronics,5,150,100
1451,23-02-2024,West,Laptop,Electronics,7,800,600
1452,18-03-2024,North,Table,Furniture,5,300,200
1453,19-02-2024,North,Chair,Furniture,4,120,80
1454,05-04-2024,North,Table,Furniture,8,300,200
1455,29-04-2024,West,Chair,Furniture,3,120,80
1456,22-02-2024,East,Laptop,Electronics,10,800,600
1457,23-03-2024,West,Headphones,Electronics,6,150,100
1458,01-04-2024,East,Chair,Furniture,8,120,80
1459,11-02-2024,West,Phone,Electronics,5,500,350
1460,11-01-2024,East,Chair,Furniture,8,120,80
1461,24-04-2024,East,Chair,Furniture,6,120,80
1462,15-02-2024,South,Laptop,Electronics,8,800,600
1463,15-04-2024,South,Chair,Furniture,1,120,80
1464,06-04-2024,North,Chair,Furniture,9,120,80
1465,02-04-2024,North,Laptop,Electronics,3,800,600
1466,16-04-2024,East,Phone,Electronics,8,500,350
1467,25-01-2024,South,Laptop,Electronics,9,800,600
1468,09-04-2024,West,Phone,Electronics,10,500,350
1469,21-02-2024,East,Laptop,Electronics,9,800,600
1470,05-02-2024,West,Headphones,Electronics,10,150,100
1471,12-03-2024,South,Laptop,Electronics,10,800,600
1472,17-01-2024,South,Table,Furniture,4,300,200
1473,15-04-2024,West,Chair,Furniture,6,120,80
1474,03-03-2024,South,Table,Furniture,9,300,200
1475,23-02-2024,North,Headphones,Electronics,5,150,100
1476,17-01-2024,East,Phone,Electronics,9,500,350
1477,21-04-2024,South,Chair,Furniture,4,120,80
1478,25-02-2024,East,Headphones,Electronics,8,150,100
1479,28-03-2024,West,Laptop,Electronics,10,800,600
1480,07-04-2024,West,Headphones,Electronics,2,150,100
1481,19-02-2024,West,Chair,Furniture,6,120,80
1482,17-03-2024,South,Chair,Furniture,7,120,80
1483,22-01-2024,East,Headphones,Electronics,9,150,100
1484,13-01-2024,East,Chair,Furniture,1,120,80
1485,15-03-2024,East,Chair,Furniture,6,120,80
1486,20-01-2024,North,Phone,Electronics,2,500,350
1487,11-01-2024,North,Phone,Electronics,2,500,350
1488,04-02-2024,South,Headphones,Electronics,3,150,100
1489,16-01-2024,East,Laptop,Electronics,9,800,600
1490,07-02-2024,North,Chair,Furniture,7,120,80
1491,08-03-2024,South,Headphones,Electronics,9,150,100
1492,04-01-2024,North,Headphones,Electronics,9,150,100
1493,12-01-2024,South,Chair,Furniture,9,120,80
1494,29-04-2024,North,Headphones,Electronics,8,150,100
1495,04-04-2024,East,Table,Furniture,7,300,200
1496,01-04-2024,South,Laptop,Electronics,4,800,600
1497,29-03-2024,West,Chair,Furniture,1,120,80
1498,09-03-2024,West,Phone,Electronics,1,500,350
1499,01-03-2024,North,Table,Furniture,8,300,200
1500,29-03-2024,East,Table,Furniture,1,300,200
1501,09-02-2024,West,Headphones,Electronics,3,150,100
1502,17-02-2024,East,Chair,Furniture,10,120,80
1503,19-04-2024,North,Phone,Electronics,9,500,350
1504,07-01-2024,West,Chair,Furniture,3,120,80
1505,10-03-2024,South,Table,Furniture,3,300,200
1506,04-03-2024,East,Table,Furniture,7,300,200
1507,12-03-2024,East,Chair,Furniture,5,120,80
1508,14-03-2024,North,Laptop,Electronics,5,800,600
1509,23-02-2024,East,Phone,Electronics,8,500,350
1510,06-03-2024,East,Headphones,Electronics,10,150,100
1511,03-03-2024,West,Laptop,Electronics,8,800,600
